Model,TBS1052C
-1.226e+00,0.0639
-1.224e+00,0.0695
-1.222e+00,0.0575
-1.221e+00,0.0511
-1.219e+00,0.0479
-1.218e+00,0.0487
-1.216e+00,0.0543
-1.214e+00,0.0719
-1.213e+00,0.0839
-1.211e+00,0.0695
-1.210e+00,0.0511
-1.208e+00,0.0495
-1.206e+00,0.0495
-1.205e+00,0.0799
-1.203e+00,0.0935
-1.202e+00,0.0623
-1.200e+00,0.0487
-1.198e+00,0.0471
-1.197e+00,0.0583
-1.195e+00,0.0879
-1.194e+00,0.0919
-1.192e+00,0.0639
-1.190e+00,0.0503
-1.189e+00,0.0479
-1.187e+00,0.0543
-1.186e+00,0.0631
-1.184e+00,0.0671
-1.182e+00,0.0591
-1.181e+00,0.0495
-1.179e+00,0.0455
-1.178e+00,0.0463
-1.176e+00,0.0527
-1.174e+00,0.0679
-1.173e+00,0.0767
-1.171e+00,0.0607
-1.170e+00,0.0495
-1.168e+00,0.0487
-1.166e+00,0.0487
-1.165e+00,0.0703
-1.163e+00,0.0759
-1.162e+00,0.0567
-1.160e+00,0.0487
-1.158e+00,0.0471
-1.157e+00,0.0519
-1.155e+00,0.0807
-1.154e+00,0.0839
-1.152e+00,0.0615
-1.150e+00,0.0503
-1.149e+00,0.0487
-1.147e+00,0.0543
-1.146e+00,0.0623
-1.144e+00,0.0655
-1.142e+00,0.0599
-1.141e+00,0.0527
-1.139e+00,0.0463
-1.138e+00,0.0455
-1.136e+00,0.0503
-1.134e+00,0.0775
-1.133e+00,0.0911
-1.131e+00,0.0711
-1.130e+00,0.0511
-1.128e+00,0.0487
-1.126e+00,0.0559
-1.125e+00,0.0919
-1.123e+00,0.0887
-1.122e+00,0.0583
-1.120e+00,0.0495
-1.118e+00,0.0471
-1.117e+00,0.0511
-1.115e+00,0.0727
-1.114e+00,0.0719
-1.112e+00,0.0591
-1.110e+00,0.0503
-1.109e+00,0.0495
-1.107e+00,0.0567
-1.106e+00,0.0751
-1.104e+00,0.0799
-1.102e+00,0.0695
-1.101e+00,0.0551
-1.099e+00,0.0463
-1.098e+00,0.0471
-1.096e+00,0.0543
-1.094e+00,0.0711
-1.093e+00,0.0767
-1.091e+00,0.0663
-1.090e+00,0.0495
-1.088e+00,0.0479
-1.086e+00,0.0543
-1.085e+00,0.0943
-1.083e+00,0.0999
-1.082e+00,0.0711
-1.080e+00,0.0495
-1.078e+00,0.0463
-1.077e+00,0.0559
-1.075e+00,0.0887
-1.074e+00,0.0799
-1.072e+00,0.0599
-1.070e+00,0.0503
-1.069e+00,0.0519
-1.067e+00,0.0583
-1.066e+00,0.0687
-1.064e+00,0.0799
-1.062e+00,0.0815
-1.061e+00,0.0639
-1.059e+00,0.0479
-1.058e+00,0.0463
-1.056e+00,0.0551
-1.054e+00,0.0831
-1.053e+00,0.0855
-1.051e+00,0.0575
-1.050e+00,0.0503
-1.048e+00,0.0479
-1.046e+00,0.0639
-1.045e+00,0.0911
-1.043e+00,0.0839
-1.042e+00,0.0607
-1.040e+00,0.0479
-1.038e+00,0.0471
-1.037e+00,0.0591
-1.035e+00,0.0783
-1.034e+00,0.0791
-1.032e+00,0.0663
-1.030e+00,0.0519
-1.029e+00,0.0479
-1.027e+00,0.0495
-1.026e+00,0.0679
-1.024e+00,0.0783
-1.022e+00,0.0727
-1.021e+00,0.0543
-1.019e+00,0.0471
-1.018e+00,0.0471
-1.016e+00,0.0647
-1.014e+00,0.0823
-1.013e+00,0.0847
-1.011e+00,0.0599
-1.010e+00,0.0487
-1.008e+00,0.0487
-1.006e+00,0.0543
-1.005e+00,0.0799
-1.003e+00,0.0791
-1.002e+00,0.0591
-1.000e+00,0.0471
-9.984e-01,0.0463
-9.968e-01,0.0535
-9.952e-01,0.0775
-9.936e-01,0.0759
-9.920e-01,0.0639
-9.904e-01,0.0511
-9.888e-01,0.0479
-9.872e-01,0.0479
-9.856e-01,0.0559
-9.840e-01,0.0655
-9.824e-01,0.0631
-9.808e-01,0.0503
-9.792e-01,0.0463
-9.776e-01,0.0463
-9.760e-01,0.0527
-9.744e-01,0.0751
-9.728e-01,0.0727
-9.712e-01,0.0535
-9.696e-01,0.0527
-9.680e-01,0.0495
-9.664e-01,0.0527
-9.648e-01,0.0727
-9.632e-01,0.0655
-9.616e-01,0.0503
-9.600e-01,0.0471
-9.584e-01,0.0455
-9.568e-01,0.0519
-9.552e-01,0.0663
-9.536e-01,0.0751
-9.520e-01,0.0663
-9.504e-01,0.0511
-9.488e-01,0.0479
-9.472e-01,0.0495
-9.456e-01,0.0647
-9.440e-01,0.0743
-9.424e-01,0.0671
-9.408e-01,0.0503
-9.392e-01,0.0455
-9.376e-01,0.0471
-9.360e-01,0.0607
-9.344e-01,0.0791
-9.328e-01,0.0783
-9.312e-01,0.0575
-9.296e-01,0.0487
-9.280e-01,0.0479
-9.264e-01,0.0543
-9.248e-01,0.0703
-9.232e-01,0.0727
-9.216e-01,0.0559
-9.200e-01,0.0471
-9.184e-01,0.0455
-9.168e-01,0.0519
-9.152e-01,0.0719
-9.136e-01,0.0759
-9.120e-01,0.0663
-9.104e-01,0.0511
-9.088e-01,0.0479
-9.072e-01,0.0495
-9.056e-01,0.0615
-9.040e-01,0.0735
-9.024e-01,0.0663
-9.008e-01,0.0495
-8.992e-01,0.0503
-8.976e-01,0.0471
-8.960e-01,0.0559
-8.944e-01,0.0743
-8.928e-01,0.0695
-8.912e-01,0.0527
-8.896e-01,0.0479
-8.880e-01,0.0495
-8.864e-01,0.0647
-8.848e-01,0.0791
-8.832e-01,0.0711
-8.816e-01,0.0567
-8.800e-01,0.0463
-8.784e-01,0.0455
-8.768e-01,0.0487
-8.752e-01,0.0655
-8.736e-01,0.0775
-8.720e-01,0.0703
-8.704e-01,0.0519
-8.688e-01,0.0479
-8.672e-01,0.0519
-8.656e-01,0.0839
-8.640e-01,0.0943
-8.624e-01,0.0751
-8.608e-01,0.0519
-8.592e-01,0.0463
-8.576e-01,0.0495
-8.560e-01,0.0647
-8.544e-01,0.0775
-8.528e-01,0.0735
-8.512e-01,0.0591
-8.496e-01,0.0503
-8.480e-01,0.0495
-8.464e-01,0.0623
-8.448e-01,0.0951
-8.432e-01,0.0991
-8.416e-01,0.0799
-8.400e-01,0.0511
-8.384e-01,0.0471
-8.368e-01,0.0575
-8.352e-01,0.0831
-8.336e-01,0.0879
-8.320e-01,0.0655
-8.304e-01,0.0519
-8.288e-01,0.0487
-8.272e-01,0.0535
-8.256e-01,0.0807
-8.240e-01,0.0943
-8.224e-01,0.0895
-8.208e-01,0.0615
-8.192e-01,0.0471
-8.176e-01,0.0527
-8.160e-01,0.0743
-8.144e-01,0.0959
-8.128e-01,0.0807
-8.112e-01,0.0543
-8.096e-01,0.0487
-8.080e-01,0.0511
-8.064e-01,0.0679
-8.048e-01,0.0839
-8.032e-01,0.0775
-8.016e-01,0.0711
-8.000e-01,0.0535
-7.984e-01,0.0495
-7.968e-01,0.0543
-7.952e-01,0.0751
-7.936e-01,0.0959
-7.920e-01,0.0751
-7.904e-01,0.0527
-7.888e-01,0.0479
-7.872e-01,0.0503
-7.856e-01,0.0823
-7.840e-01,0.0919
-7.824e-01,0.0735
-7.808e-01,0.0535
-7.792e-01,0.0471
-7.776e-01,0.0575
-7.760e-01,0.0751
-7.744e-01,0.0903
-7.728e-01,0.0879
-7.712e-01,0.0631
-7.696e-01,0.0511
-7.680e-01,0.0487
-7.664e-01,0.0599
-7.648e-01,0.0871
-7.632e-01,0.0863
-7.616e-01,0.0679
-7.600e-01,0.0495
-7.584e-01,0.0495
-7.568e-01,0.0687
-7.552e-01,0.0879
-7.536e-01,0.0999
-7.520e-01,0.0791
-7.504e-01,0.0567
-7.488e-01,0.0511
-7.472e-01,0.0519
-7.456e-01,0.0815
-7.440e-01,0.0983
-7.424e-01,0.0855
-7.408e-01,0.0583
-7.392e-01,0.0463
-7.376e-01,0.0551
-7.360e-01,0.0855
-7.344e-01,0.1079
-7.328e-01,0.0951
-7.312e-01,0.0599
-7.296e-01,0.0511
-7.280e-01,0.0543
-7.264e-01,0.0679
-7.248e-01,0.0895
-7.232e-01,0.0767
-7.216e-01,0.0639
-7.200e-01,0.0495
-7.184e-01,0.0471
-7.168e-01,0.0599
-7.152e-01,0.0807
-7.136e-01,0.0967
-7.120e-01,0.0823
-7.104e-01,0.0551
-7.088e-01,0.0503
-7.072e-01,0.0527
-7.056e-01,0.0775
-7.040e-01,0.0887
-7.024e-01,0.0695
-7.008e-01,0.0527
-6.992e-01,0.0455
-6.976e-01,0.0511
-6.960e-01,0.0735
-6.944e-01,0.0959
-6.928e-01,0.0967
-6.912e-01,0.0727
-6.896e-01,0.0575
-6.880e-01,0.0647
-6.864e-01,0.0863
-6.848e-01,0.1271
-6.832e-01,0.1263
-6.816e-01,0.1015
-6.800e-01,0.0783
-6.784e-01,0.0799
-6.768e-01,0.1255
-6.752e-01,0.1655
-6.736e-01,0.1751
-6.720e-01,0.1711
-6.704e-01,0.1607
-6.688e-01,0.1735
-6.672e-01,0.1879
-6.656e-01,0.1895
-6.640e-01,0.1807
-6.624e-01,0.1799
-6.608e-01,0.1807
-6.592e-01,0.1767
-6.576e-01,0.1471
-6.560e-01,0.0839
-6.544e-01,0.0527
-6.528e-01,0.0591
-6.512e-01,0.0639
-6.496e-01,0.0791
-6.480e-01,0.1439
-6.464e-01,0.1879
-6.448e-01,0.1775
-6.432e-01,0.1503
-6.416e-01,0.1319
-6.400e-01,0.0967
-6.384e-01,0.0567
-6.368e-01,0.0879
-6.352e-01,0.1703
-6.336e-01,0.1903
-6.320e-01,0.1839
-6.304e-01,0.1567
-6.288e-01,0.0895
-6.272e-01,0.0599
-6.256e-01,0.1311
-6.240e-01,0.1871
-6.224e-01,0.1807
-6.208e-01,0.1351
-6.192e-01,0.0807
-6.176e-01,0.0551
-6.160e-01,0.1351
-6.144e-01,0.1871
-6.128e-01,0.1575
-6.112e-01,0.1039
-6.096e-01,0.0623
-6.080e-01,0.0991
-6.064e-01,0.1855
-6.048e-01,0.1583
-6.032e-01,0.0823
-6.016e-01,0.0535
-6.000e-01,0.0951
-5.984e-01,0.1807
-5.968e-01,0.1575
-5.952e-01,0.0743
-5.936e-01,0.0727
-5.920e-01,0.1447
-5.904e-01,0.1887
-5.888e-01,0.1735
-5.872e-01,0.0879
-5.856e-01,0.1023
-5.840e-01,0.1847
-5.824e-01,0.1751
-5.808e-01,0.1231
-5.792e-01,0.0575
-5.776e-01,0.1127
-5.760e-01,0.1839
-5.744e-01,0.1327
-5.728e-01,0.0679
-5.712e-01,0.0567
-5.696e-01,0.1159
-5.680e-01,0.1839
-5.664e-01,0.1239
-5.648e-01,0.0671
-5.632e-01,0.1463
-5.616e-01,0.1839
-5.600e-01,0.1799
-5.584e-01,0.1223
-5.568e-01,0.0703
-5.552e-01,0.1575
-5.536e-01,0.1887
-5.520e-01,0.1471
-5.504e-01,0.0951
-5.488e-01,0.0647
-5.472e-01,0.1407
-5.456e-01,0.1879
-5.440e-01,0.1423
-5.424e-01,0.0647
-5.408e-01,0.1015
-5.392e-01,0.1231
-5.376e-01,0.1839
-5.360e-01,0.1239
-5.344e-01,0.0599
-5.328e-01,0.0943
-5.312e-01,0.1799
-5.296e-01,0.1895
-5.280e-01,0.1479
-5.264e-01,0.0719
-5.248e-01,0.0991
-5.232e-01,0.1759
-5.216e-01,0.1895
-5.200e-01,0.1815
-5.184e-01,0.1143
-5.168e-01,0.0663
-5.152e-01,0.1463
-5.136e-01,0.1887
-5.120e-01,0.1751
-5.104e-01,0.1327
-5.088e-01,0.0855
-5.072e-01,0.0575
-5.056e-01,0.1199
-5.040e-01,0.1879
-5.024e-01,0.1743
-5.008e-01,0.1191
-4.992e-01,0.0719
-4.976e-01,0.0551
-4.960e-01,0.1703
-4.944e-01,0.1807
-4.928e-01,0.1663
-4.912e-01,0.1111
-4.896e-01,0.0655
-4.880e-01,0.0807
-4.864e-01,0.1703
-4.848e-01,0.1807
-4.832e-01,0.1815
-4.816e-01,0.0895
-4.800e-01,0.0567
-4.784e-01,0.0615
-4.768e-01,0.1167
-4.752e-01,0.1679
-4.736e-01,0.1759
-4.720e-01,0.1303
-4.704e-01,0.1295
-4.688e-01,0.0759
-4.672e-01,0.0543
-4.656e-01,0.1455
-4.640e-01,0.1895
-4.624e-01,0.1863
-4.608e-01,0.1767
-4.592e-01,0.1567
-4.576e-01,0.1055
-4.560e-01,0.0583
-4.544e-01,0.1287
-4.528e-01,0.1727
-4.512e-01,0.1639
-4.496e-01,0.1871
-4.480e-01,0.1759
-4.464e-01,0.1311
-4.448e-01,0.0655
-4.432e-01,0.0695
-4.416e-01,0.0967
-4.400e-01,0.1159
-4.384e-01,0.1351
-4.368e-01,0.1871
-4.352e-01,0.1575
-4.336e-01,0.0807
-4.320e-01,0.0511
-4.304e-01,0.0615
-4.288e-01,0.1087
-4.272e-01,0.0639
-4.256e-01,0.1687
-4.240e-01,0.1895
-4.224e-01,0.1727
-4.208e-01,0.1807
-4.192e-01,0.1887
-4.176e-01,0.1759
-4.160e-01,0.1215
-4.144e-01,0.0655
-4.128e-01,0.0527
-4.112e-01,0.0959
-4.096e-01,0.1167
-4.080e-01,0.1623
-4.064e-01,0.1831
-4.048e-01,0.1847
-4.032e-01,0.1895
-4.016e-01,0.1895
-4.000e-01,0.1775
-3.984e-01,0.1831
-3.968e-01,0.1215
-3.952e-01,0.0655
-3.936e-01,0.0791
-3.920e-01,0.1103
-3.904e-01,0.0839
-3.888e-01,0.0743
-3.872e-01,0.1047
-3.856e-01,0.1783
-3.840e-01,0.1911
-3.824e-01,0.1903
-3.808e-01,0.1895
-3.792e-01,0.1895
-3.776e-01,0.1815
-3.760e-01,0.1535
-3.744e-01,0.1239
-3.728e-01,0.1287
-3.712e-01,0.1447
-3.696e-01,0.1279
-3.680e-01,0.0679
-3.664e-01,0.1079
-3.648e-01,0.1727
-3.632e-01,0.1839
-3.616e-01,0.1895
-3.600e-01,0.1767
-3.584e-01,0.1911
-3.568e-01,0.1887
-3.552e-01,0.1871
-3.536e-01,0.1711
-3.520e-01,0.1711
-3.504e-01,0.1871
-3.488e-01,0.1887
-3.472e-01,0.1671
-3.456e-01,0.0791
-3.440e-01,0.0671
-3.424e-01,0.0983
-3.408e-01,0.1079
-3.392e-01,0.1343
-3.376e-01,0.1199
-3.360e-01,0.0799
-3.344e-01,0.0535
-3.328e-01,0.0591
-3.312e-01,0.0511
-3.296e-01,0.0487
-3.280e-01,0.0503
-3.264e-01,0.0607
-3.248e-01,0.1295
-3.232e-01,0.1463
-3.216e-01,0.1311
-3.200e-01,0.1087
-3.184e-01,0.0911
-3.168e-01,0.1207
-3.152e-01,0.1783
-3.136e-01,0.1871
-3.120e-01,0.1751
-3.104e-01,0.1679
-3.088e-01,0.1711
-3.072e-01,0.1791
-3.056e-01,0.1879
-3.040e-01,0.1903
-3.024e-01,0.1903
-3.008e-01,0.1759
-2.992e-01,0.1855
-2.976e-01,0.1855
-2.960e-01,0.1903
-2.944e-01,0.1919
-2.928e-01,0.1911
-2.912e-01,0.1911
-2.896e-01,0.1911
-2.880e-01,0.1919
-2.864e-01,0.1887
-2.848e-01,0.1871
-2.832e-01,0.1751
-2.816e-01,0.1791
-2.800e-01,0.1895
-2.784e-01,0.1839
-2.768e-01,0.1871
-2.752e-01,0.1623
-2.736e-01,0.1543
-2.720e-01,0.1775
-2.704e-01,0.1871
-2.688e-01,0.1855
-2.672e-01,0.1783
-2.656e-01,0.1687
-2.640e-01,0.1687
-2.624e-01,0.1783
-2.608e-01,0.1831
-2.592e-01,0.1879
-2.576e-01,0.1879
-2.560e-01,0.1831
-2.544e-01,0.1687
-2.528e-01,0.1519
-2.512e-01,0.1655
-2.496e-01,0.1863
-2.480e-01,0.1855
-2.464e-01,0.1775
-2.448e-01,0.1543
-2.432e-01,0.1623
-2.416e-01,0.1831
-2.400e-01,0.1895
-2.384e-01,0.1895
-2.368e-01,0.1887
-2.352e-01,0.1807
-2.336e-01,0.1807
-2.320e-01,0.1847
-2.304e-01,0.1895
-2.288e-01,0.1903
-2.272e-01,0.1863
-2.256e-01,0.1775
-2.240e-01,0.1655
-2.224e-01,0.1687
-2.208e-01,0.1799
-2.192e-01,0.1879
-2.176e-01,0.1879
-2.160e-01,0.1759
-2.144e-01,0.1423
-2.128e-01,0.1287
-2.112e-01,0.1495
-2.096e-01,0.1775
-2.080e-01,0.1791
-2.064e-01,0.1679
-2.048e-01,0.1407
-2.032e-01,0.1439
-2.016e-01,0.1735
-2.000e-01,0.1871
-1.984e-01,0.1887
-1.968e-01,0.1831
-1.952e-01,0.1703
-1.936e-01,0.1623
-1.920e-01,0.1695
-1.904e-01,0.1759
-1.888e-01,0.1727
-1.872e-01,0.1583
-1.856e-01,0.1343
-1.840e-01,0.1063
-1.824e-01,0.1071
-1.808e-01,0.1247
-1.792e-01,0.1519
-1.776e-01,0.1583
-1.760e-01,0.1455
-1.744e-01,0.1119
-1.728e-01,0.1111
-1.712e-01,0.1439
-1.696e-01,0.1735
-1.680e-01,0.1679
-1.664e-01,0.1383
-1.648e-01,0.0935
-1.632e-01,0.0975
-1.616e-01,0.1367
-1.600e-01,0.1695
-1.584e-01,0.1703
-1.568e-01,0.1639
-1.552e-01,0.1551
-1.536e-01,0.1543
-1.520e-01,0.1639
-1.504e-01,0.1735
-1.488e-01,0.1767
-1.472e-01,0.1711
-1.456e-01,0.1527
-1.440e-01,0.1223
-1.424e-01,0.1127
-1.408e-01,0.1231
-1.392e-01,0.1407
-1.376e-01,0.1207
-1.360e-01,0.0839
-1.344e-01,0.0543
-1.328e-01,0.0495
-1.312e-01,0.0527
-1.296e-01,0.0647
-1.280e-01,0.0591
-1.264e-01,0.0495
-1.248e-01,0.0583
