Model,TBS1052C
-1.003e+00,0.1799
-1.002e+00,0.1775
-1.000e+00,0.1703
-9.984e-01,0.1719
-9.968e-01,0.1783
-9.952e-01,0.1799
-9.936e-01,0.1743
-9.920e-01,0.1599
-9.904e-01,0.1527
-9.888e-01,0.1639
-9.872e-01,0.1719
-9.856e-01,0.1615
-9.840e-01,0.1327
-9.824e-01,0.1151
-9.808e-01,0.1287
-9.792e-01,0.1447
-9.776e-01,0.1287
-9.760e-01,0.0975
-9.744e-01,0.0831
-9.728e-01,0.0911
-9.712e-01,0.0991
-9.696e-01,0.0807
-9.680e-01,0.0647
-9.664e-01,0.0647
-9.648e-01,0.0743
-9.632e-01,0.0743
-9.616e-01,0.0639
-9.600e-01,0.0671
-9.584e-01,0.0655
-9.568e-01,0.0639
-9.552e-01,0.0631
-9.536e-01,0.0687
-9.520e-01,0.0871
-9.504e-01,0.0839
-9.488e-01,0.0687
-9.472e-01,0.0663
-9.456e-01,0.0863
-9.440e-01,0.1143
-9.424e-01,0.1151
-9.408e-01,0.0991
-9.392e-01,0.0951
-9.376e-01,0.1151
-9.360e-01,0.1407
-9.344e-01,0.1479
-9.328e-01,0.1479
-9.312e-01,0.1455
-9.296e-01,0.1527
-9.280e-01,0.1647
-9.264e-01,0.1695
-9.248e-01,0.1711
-9.232e-01,0.1743
-9.216e-01,0.1775
-9.200e-01,0.1799
-9.184e-01,0.1807
-9.168e-01,0.1815
-9.152e-01,0.1807
-9.136e-01,0.1791
-9.120e-01,0.1791
-9.104e-01,0.1791
-9.088e-01,0.1791
-9.072e-01,0.1735
-9.056e-01,0.1655
-9.040e-01,0.1639
-9.024e-01,0.1727
-9.008e-01,0.1751
-8.992e-01,0.1639
-8.976e-01,0.1495
-8.960e-01,0.1479
-8.944e-01,0.1599
-8.928e-01,0.1591
-8.912e-01,0.1375
-8.896e-01,0.1111
-8.880e-01,0.1095
-8.864e-01,0.1207
-8.848e-01,0.1199
-8.832e-01,0.0959
-8.816e-01,0.0791
-8.800e-01,0.0831
-8.784e-01,0.1015
-8.768e-01,0.0983
-8.752e-01,0.0759
-8.736e-01,0.0647
-8.720e-01,0.0655
-8.704e-01,0.0703
-8.688e-01,0.0655
-8.672e-01,0.0623
-8.656e-01,0.0647
-8.640e-01,0.0615
-8.624e-01,0.0607
-8.608e-01,0.0639
-8.592e-01,0.0887
-8.576e-01,0.1007
-8.560e-01,0.0927
-8.544e-01,0.0759
-8.528e-01,0.0847
-8.512e-01,0.1087
-8.496e-01,0.1271
-8.480e-01,0.1175
-8.464e-01,0.1007
-8.448e-01,0.1047
-8.432e-01,0.1319
-8.416e-01,0.1511
-8.400e-01,0.1503
-8.384e-01,0.1407
-8.368e-01,0.1383
-8.352e-01,0.1487
-8.336e-01,0.1567
-8.320e-01,0.1591
-8.304e-01,0.1575
-8.288e-01,0.1655
-8.272e-01,0.1711
-8.256e-01,0.1743
-8.240e-01,0.1751
-8.224e-01,0.1783
-8.208e-01,0.1799
-8.192e-01,0.1807
-8.176e-01,0.1807
-8.160e-01,0.1815
-8.144e-01,0.1807
-8.128e-01,0.1791
-8.112e-01,0.1767
-8.096e-01,0.1751
-8.080e-01,0.1759
-8.064e-01,0.1759
-8.048e-01,0.1695
-8.032e-01,0.1599
-8.016e-01,0.1591
-8.000e-01,0.1671
-7.984e-01,0.1695
-7.968e-01,0.1591
-7.952e-01,0.1351
-7.936e-01,0.1223
-7.920e-01,0.1367
-7.904e-01,0.1439
-7.888e-01,0.1303
-7.872e-01,0.1079
-7.856e-01,0.0967
-7.840e-01,0.0959
-7.824e-01,0.0807
-7.808e-01,0.0671
-7.792e-01,0.0623
-7.776e-01,0.0623
-7.760e-01,0.0655
-7.744e-01,0.0631
-7.728e-01,0.0639
-7.712e-01,0.0703
-7.696e-01,0.0671
-7.680e-01,0.0631
-7.664e-01,0.0655
-7.648e-01,0.0759
-7.632e-01,0.0831
-7.616e-01,0.0719
-7.600e-01,0.0655
-7.584e-01,0.0735
-7.568e-01,0.0983
-7.552e-01,0.1047
-7.536e-01,0.0975
-7.520e-01,0.0959
-7.504e-01,0.1095
-7.488e-01,0.1351
-7.472e-01,0.1471
-7.456e-01,0.1447
-7.440e-01,0.1311
-7.424e-01,0.1359
-7.408e-01,0.1543
-7.392e-01,0.1607
-7.376e-01,0.1623
-7.360e-01,0.1591
-7.344e-01,0.1575
-7.328e-01,0.1679
-7.312e-01,0.1727
-7.296e-01,0.1719
-7.280e-01,0.1679
-7.264e-01,0.1687
-7.248e-01,0.1751
-7.232e-01,0.1783
-7.216e-01,0.1783
-7.200e-01,0.1791
-7.184e-01,0.1799
-7.168e-01,0.1807
-7.152e-01,0.1815
-7.136e-01,0.1807
-7.120e-01,0.1799
-7.104e-01,0.1799
-7.088e-01,0.1751
-7.072e-01,0.1751
-7.056e-01,0.1791
-7.040e-01,0.1791
-7.024e-01,0.1751
-7.008e-01,0.1687
-6.992e-01,0.1711
-6.976e-01,0.1767
-6.960e-01,0.1791
-6.944e-01,0.1751
-6.928e-01,0.1687
-6.912e-01,0.1655
-6.896e-01,0.1671
-6.880e-01,0.1647
-6.864e-01,0.1551
-6.848e-01,0.1455
-6.832e-01,0.1471
-6.816e-01,0.1463
-6.800e-01,0.1399
-6.784e-01,0.1271
-6.768e-01,0.1215
-6.752e-01,0.1223
-6.736e-01,0.1127
-6.720e-01,0.0935
-6.704e-01,0.0823
-6.688e-01,0.0823
-6.672e-01,0.0863
-6.656e-01,0.0775
-6.640e-01,0.0727
-6.624e-01,0.0687
-6.608e-01,0.0743
-6.592e-01,0.0791
-6.576e-01,0.0783
-6.560e-01,0.0719
-6.544e-01,0.0647
-6.528e-01,0.0631
-6.512e-01,0.0639
-6.496e-01,0.0623
-6.480e-01,0.0615
-6.464e-01,0.0631
-6.448e-01,0.0623
-6.432e-01,0.0639
-6.416e-01,0.0655
-6.400e-01,0.0671
-6.384e-01,0.0711
-6.368e-01,0.0815
-6.352e-01,0.0863
-6.336e-01,0.0815
-6.320e-01,0.0759
-6.304e-01,0.0783
-6.288e-01,0.0903
-6.272e-01,0.0943
-6.256e-01,0.0871
-6.240e-01,0.0815
-6.224e-01,0.0935
-6.208e-01,0.1191
-6.192e-01,0.1263
-6.176e-01,0.1215
-6.160e-01,0.1159
-6.144e-01,0.1167
-6.128e-01,0.1439
-6.112e-01,0.1543
-6.096e-01,0.1471
-6.080e-01,0.1311
-6.064e-01,0.1367
-6.048e-01,0.1615
-6.032e-01,0.1679
-6.016e-01,0.1647
-6.000e-01,0.1527
-5.984e-01,0.1391
-5.968e-01,0.1511
-5.952e-01,0.1591
-5.936e-01,0.1607
-5.920e-01,0.1543
-5.904e-01,0.1391
-5.888e-01,0.1615
-5.872e-01,0.1743
-5.856e-01,0.1783
-5.840e-01,0.1775
-5.824e-01,0.1743
-5.808e-01,0.1799
-5.792e-01,0.1791
-5.776e-01,0.1783
-5.760e-01,0.1807
-5.744e-01,0.1783
-5.728e-01,0.1799
-5.712e-01,0.1759
-5.696e-01,0.1775
-5.680e-01,0.1775
-5.664e-01,0.1679
-5.648e-01,0.1743
-5.632e-01,0.1783
-5.616e-01,0.1799
-5.600e-01,0.1775
-5.584e-01,0.1775
-5.568e-01,0.1783
-5.552e-01,0.1519
-5.536e-01,0.1407
-5.520e-01,0.1575
-5.504e-01,0.1623
-5.488e-01,0.1255
-5.472e-01,0.0815
-5.456e-01,0.0751
-5.440e-01,0.1231
-5.424e-01,0.1479
-5.408e-01,0.1303
-5.392e-01,0.0983
-5.376e-01,0.1151
-5.360e-01,0.1575
-5.344e-01,0.1711
-5.328e-01,0.1615
-5.312e-01,0.1199
-5.296e-01,0.0959
-5.280e-01,0.1127
-5.264e-01,0.1311
-5.248e-01,0.1231
-5.232e-01,0.0767
-5.216e-01,0.0623
-5.200e-01,0.0687
-5.184e-01,0.0767
-5.168e-01,0.0719
-5.152e-01,0.0663
-5.136e-01,0.0759
-5.120e-01,0.0655
-5.104e-01,0.0607
-5.088e-01,0.0631
-5.072e-01,0.0671
-5.056e-01,0.0719
-5.040e-01,0.0607
-5.024e-01,0.0631
-5.008e-01,0.0631
-4.992e-01,0.0639
-4.976e-01,0.0639
-4.960e-01,0.0847
-4.944e-01,0.1183
-4.928e-01,0.1031
-4.912e-01,0.0671
-4.896e-01,0.0623
-4.880e-01,0.0631
-4.864e-01,0.0655
-4.848e-01,0.0663
-4.832e-01,0.1095
-4.816e-01,0.1335
-4.800e-01,0.0935
-4.784e-01,0.0815
-4.768e-01,0.0959
-4.752e-01,0.1335
-4.736e-01,0.1471
-4.720e-01,0.1199
-4.704e-01,0.0839
-4.688e-01,0.0831
-4.672e-01,0.0831
-4.656e-01,0.0807
-4.640e-01,0.0735
-4.624e-01,0.0647
-4.608e-01,0.0663
-4.592e-01,0.0775
-4.576e-01,0.0815
-4.560e-01,0.0895
-4.544e-01,0.0999
-4.528e-01,0.1055
-4.512e-01,0.1215
-4.496e-01,0.1343
-4.480e-01,0.1479
-4.464e-01,0.1503
-4.448e-01,0.1583
-4.432e-01,0.1463
-4.416e-01,0.1551
-4.400e-01,0.1471
-4.384e-01,0.1487
-4.368e-01,0.1479
-4.352e-01,0.1455
-4.336e-01,0.1295
-4.320e-01,0.1399
-4.304e-01,0.1311
-4.288e-01,0.1351
-4.272e-01,0.1279
-4.256e-01,0.1247
-4.240e-01,0.1215
-4.224e-01,0.1175
-4.208e-01,0.1287
-4.192e-01,0.1423
-4.176e-01,0.1607
-4.160e-01,0.1615
-4.144e-01,0.1679
-4.128e-01,0.1703
-4.112e-01,0.1775
-4.096e-01,0.1791
-4.080e-01,0.1807
-4.064e-01,0.1807
-4.048e-01,0.1799
-4.032e-01,0.1783
-4.016e-01,0.1807
-4.000e-01,0.1783
-3.984e-01,0.1807
-3.968e-01,0.1799
-3.952e-01,0.1783
-3.936e-01,0.1679
-3.920e-01,0.1735
-3.904e-01,0.1759
-3.888e-01,0.1791
-3.872e-01,0.1727
-3.856e-01,0.1735
-3.840e-01,0.1767
-3.824e-01,0.1783
-3.808e-01,0.1767
-3.792e-01,0.1799
-3.776e-01,0.1815
-3.760e-01,0.1799
-3.744e-01,0.1743
-3.728e-01,0.1703
-3.712e-01,0.1767
-3.696e-01,0.1799
-3.680e-01,0.1783
-3.664e-01,0.1783
-3.648e-01,0.1775
-3.632e-01,0.1791
-3.616e-01,0.1791
-3.600e-01,0.1783
-3.584e-01,0.1751
-3.568e-01,0.1783
-3.552e-01,0.1783
-3.536e-01,0.1767
-3.520e-01,0.1599
-3.504e-01,0.1519
-3.488e-01,0.1543
-3.472e-01,0.1631
-3.456e-01,0.1559
-3.440e-01,0.1391
-3.424e-01,0.1303
-3.408e-01,0.1439
-3.392e-01,0.1631
-3.376e-01,0.1663
-3.360e-01,0.1527
-3.344e-01,0.1399
-3.328e-01,0.1463
-3.312e-01,0.1631
-3.296e-01,0.1735
-3.280e-01,0.1663
-3.264e-01,0.1511
-3.248e-01,0.1391
-3.232e-01,0.1495
-3.216e-01,0.1567
-3.200e-01,0.1447
-3.184e-01,0.1111
-3.168e-01,0.1007
-3.152e-01,0.1095
-3.136e-01,0.1247
-3.120e-01,0.1199
-3.104e-01,0.1047
-3.088e-01,0.0983
-3.072e-01,0.1151
-3.056e-01,0.1335
-3.040e-01,0.1311
-3.024e-01,0.1239
-3.008e-01,0.1287
-2.992e-01,0.1447
-2.976e-01,0.1503
-2.960e-01,0.1359
-2.944e-01,0.1191
-2.928e-01,0.1223
-2.912e-01,0.1271
-2.896e-01,0.1159
-2.880e-01,0.0903
-2.864e-01,0.0767
-2.848e-01,0.0791
-2.832e-01,0.0839
-2.816e-01,0.0775
-2.800e-01,0.0679
-2.784e-01,0.0655
-2.768e-01,0.0727
-2.752e-01,0.0807
-2.736e-01,0.0815
-2.720e-01,0.0751
-2.704e-01,0.0751
-2.688e-01,0.0823
-2.672e-01,0.0895
-2.656e-01,0.0919
-2.640e-01,0.0887
-2.624e-01,0.0855
-2.608e-01,0.0847
-2.592e-01,0.0815
-2.576e-01,0.0783
-2.560e-01,0.0751
-2.544e-01,0.0711
-2.528e-01,0.0679
-2.512e-01,0.0647
-2.496e-01,0.0631
-2.480e-01,0.0623
-2.464e-01,0.0631
-2.448e-01,0.0631
-2.432e-01,0.0631
-2.416e-01,0.0623
-2.400e-01,0.0631
-2.384e-01,0.0655
-2.368e-01,0.0767
-2.352e-01,0.0847
-2.336e-01,0.0799
-2.320e-01,0.0711
-2.304e-01,0.0703
-2.288e-01,0.0799
-2.272e-01,0.0863
-2.256e-01,0.0735
-2.240e-01,0.0631
-2.224e-01,0.0615
-2.208e-01,0.0631
-2.192e-01,0.0639
-2.176e-01,0.0647
-2.160e-01,0.0687
-2.144e-01,0.0695
-2.128e-01,0.0655
-2.112e-01,0.0639
-2.096e-01,0.0671
-2.080e-01,0.0679
-2.064e-01,0.0639
-2.048e-01,0.0607
-2.032e-01,0.0599
-2.016e-01,0.0607
-2.000e-01,0.0623
-1.984e-01,0.0631
-1.968e-01,0.0655
-1.952e-01,0.0631
-1.936e-01,0.0639
-1.920e-01,0.0647
-1.904e-01,0.0623
-1.888e-01,0.0623
-1.872e-01,0.0663
-1.856e-01,0.0799
-1.840e-01,0.0871
-1.824e-01,0.0815
-1.808e-01,0.0799
-1.792e-01,0.0847
-1.776e-01,0.0959
-1.760e-01,0.0999
-1.744e-01,0.0903
-1.728e-01,0.0791
-1.712e-01,0.0759
-1.696e-01,0.0775
-1.680e-01,0.0799
-1.664e-01,0.0735
-1.648e-01,0.0679
-1.632e-01,0.0655
-1.616e-01,0.0703
-1.600e-01,0.0735
-1.584e-01,0.0743
-1.568e-01,0.0759
-1.552e-01,0.0815
-1.536e-01,0.0887
-1.520e-01,0.0959
-1.504e-01,0.0959
-1.488e-01,0.0983
-1.472e-01,0.1079
-1.456e-01,0.1143
-1.440e-01,0.1159
-1.424e-01,0.1007
-1.408e-01,0.0991
-1.392e-01,0.1039
-1.376e-01,0.1119
-1.360e-01,0.1039
-1.344e-01,0.0927
-1.328e-01,0.0815
-1.312e-01,0.0903
-1.296e-01,0.0959
-1.280e-01,0.0983
-1.264e-01,0.0895
-1.248e-01,0.0855
-1.232e-01,0.0927
-1.216e-01,0.1071
-1.200e-01,0.1143
-1.184e-01,0.1143
-1.168e-01,0.1135
-1.152e-01,0.1215
-1.136e-01,0.1295
-1.120e-01,0.1279
-1.104e-01,0.1271
-1.088e-01,0.1239
-1.072e-01,0.1287
-1.056e-01,0.1215
-1.040e-01,0.1151
-1.024e-01,0.1079
-1.008e-01,0.1151
-9.920e-02,0.1175
-9.760e-02,0.1143
-9.600e-02,0.1023
-9.440e-02,0.1071
-9.280e-02,0.1159
-9.120e-02,0.1279
-8.960e-02,0.1239
-8.800e-02,0.1215
-8.640e-02,0.1255
-8.480e-02,0.1359
-8.320e-02,0.1431
-8.160e-02,0.1423
-8.000e-02,0.1399
-7.840e-02,0.1415
-7.680e-02,0.1415
-7.520e-02,0.1423
-7.360e-02,0.1391
-7.200e-02,0.1335
-7.040e-02,0.1327
-6.880e-02,0.1303
-6.720e-02,0.1311
-6.560e-02,0.1263
-6.400e-02,0.1263
-6.240e-02,0.1295
-6.080e-02,0.1367
-5.920e-02,0.1383
-5.760e-02,0.1391
-5.600e-02,0.1375
-5.440e-02,0.1439
-5.280e-02,0.1495
-5.120e-02,0.1527
-4.960e-02,0.1495
-4.800e-02,0.1431
-4.640e-02,0.1439
-4.480e-02,0.1479
-4.320e-02,0.1479
-4.160e-02,0.1431
-4.000e-02,0.1319
-3.840e-02,0.1311
-3.680e-02,0.1375
-3.520e-02,0.1399
-3.360e-02,0.1367
-3.200e-02,0.1295
-3.040e-02,0.1311
-2.880e-02,0.1383
-2.720e-02,0.1431
-2.560e-02,0.1439
-2.400e-02,0.1415
-2.240e-02,0.1447
-2.080e-02,0.1503
-1.920e-02,0.1527
-1.760e-02,0.1519
-1.600e-02,0.1503
-1.440e-02,0.1519
-1.280e-02,0.1511
-1.120e-02,0.1447
-9.600e-03,0.1407
-8.000e-03,0.1407
-6.400e-03,0.1431
-4.800e-03,0.1391
-3.200e-03,0.1303
-1.600e-03,0.1287
2.925e-14,0.1343
1.600e-03,0.1399
3.200e-03,0.1391
4.800e-03,0.1375
6.400e-03,0.1399
8.000e-03,0.1463
9.600e-03,0.1495
1.120e-02,0.1535
1.280e-02,0.1535
1.440e-02,0.1551
1.600e-02,0.1543
1.760e-02,0.1559
1.920e-02,0.1551
2.080e-02,0.1575
2.240e-02,0.1567
2.400e-02,0.1527
2.560e-02,0.1463
2.720e-02,0.1439
2.880e-02,0.1431
3.040e-02,0.1439
3.200e-02,0.1391
3.360e-02,0.1335
3.520e-02,0.1335
3.680e-02,0.1367
3.840e-02,0.1423
4.000e-02,0.1431
4.160e-02,0.1479
4.320e-02,0.1503
4.480e-02,0.1551
4.640e-02,0.1567
4.800e-02,0.1599
4.960e-02,0.1639
5.120e-02,0.1647
5.280e-02,0.1623
5.440e-02,0.1599
5.600e-02,0.1583
5.760e-02,0.1623
5.920e-02,0.1607
6.080e-02,0.1543
6.240e-02,0.1479
6.400e-02,0.1455
6.560e-02,0.1471
6.720e-02,0.1463
6.880e-02,0.1407
7.040e-02,0.1383
7.200e-02,0.1399
7.360e-02,0.1455
7.520e-02,0.1471
7.680e-02,0.1487
7.840e-02,0.1535
8.000e-02,0.1591
8.160e-02,0.1647
8.320e-02,0.1631
8.480e-02,0.1631
8.640e-02,0.1663
8.800e-02,0.1687
8.960e-02,0.1671
9.120e-02,0.1607
9.280e-02,0.1583
9.440e-02,0.1599
9.600e-02,0.1599
9.760e-02,0.1543
9.920e-02,0.1479
1.008e-01,0.1487
1.024e-01,0.1519
1.040e-01,0.1527
1.056e-01,0.1503
